schedule_id,menu_id,history_no,cooking_date,recipe_id,directions_detail_id,sequence_no,directions_detail,cooking_order,start_of_cooking_time,end_of_cooking_time,indent_no,start_pararell_flag,created_id,created_at,updated_id,updated_at
240204,240,1,3,163,31905,2,耐熱ボウルに★の水と昆布茶を入れてかき混ぜて溶かしたところに大根を入れ、ラップをかけてから電子レンジで8分加熱する,1,4,11,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240205,240,1,3,211,28194,5,保存しておいた鰯の梅煮を、器に盛り付けて完成,3,4.1,4.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240206,240,1,3,56,29638,4,鍋のだしが沸騰したら、あげとキャベツを加え、ひと煮立させてから白味噌を溶かした後、お椀に注ぎ分け、最後に絹さやを散らして完成,2,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240207,240,1,3,163,31906,3,加熱した大根を器に盛り付け、大根に加熱した★の調味料をかける,1,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240208,240,1,3,163,31907,4,ゆずみそを耐熱容器に入れて、ラップをせずに電子レンジで1分加熱する,1,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240209,240,1,3,163,31908,5,耐熱ボウルの大根を先に盛り付け、加熱したゆずみそを大根にかけて完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240210,240,1,4,1712,32055,6,カレーピラフを電子レンジで温めてからお皿に盛り付けて完成,1,1,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240211,240,1,4,47,32060,5,レンジで加熱したかぼちゃのスープを器に注ぎ、パセリを散らせば完成,2,1.1,3.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240212,240,1,5,19,31957,1,いんげんは洗ってへたを切り落とし、熱湯に塩を加えてさっと茹でた後、冷水に取ってから、先端を落として斜め切りにする,2,1,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240213,240,1,5,59,31921,3,スライスベーコンは1口大に切る,1,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240214,240,1,5,59,31922,4,深めの耐熱容器に塩とこしょうした豚肉とキャベツ、ベーコンを入れ、★の調味料を加えてから電子レンジで約10分加熱する,1,2,11,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240215,240,1,5,19,31958,2,人参は皮を剥いて、千切りにする,2,2.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240216,240,1,5,19,31959,3,千切りにした人参は耐熱容器に入れてレンジで1分加熱する,2,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240217,240,1,5,19,31960,4,いんげんと人参をstillたれで和え、器に盛り付けてから白胡麻を散らして完成,2,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240218,240,1,5,59,31923,5,耐熱容器にバターを加えてよく混ぜ、塩、こしょうで味を調える,1,12.1,12.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240219,240,1,5,59,31924,6,器に煮汁ごと盛り付け、お好みでマスタードを添えて完成,1,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240291,251,1,0,1881,32064,1,キャベツはざく切りにし、塩を振ってから、密閉容器に入れて30分ほどおく,1,1,30,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240292,251,1,0,1837,20676,1,大根は皮を剥いて1cm角に切り、スライスベーコンは1cm幅に切って容器に移し、保存,2,1.1,5.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240293,251,1,0,1871,32061,1,きゅうりを乱切りにする,3,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240294,251,1,0,1871,32062,2,乱切りにしたきゅうりと★の調味料を全て密閉容器に入れてよく振り、保存,3,8,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240295,251,1,0,1951,31977,1,筍(水煮)とハムは細切りにしてから容器に入れて、保存,4,10,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240296,251,1,0,2106,32016,1,イカは腹とエンペラを外してから皮を剥いて、水で洗い流してから1cm角に刻んで、水分をペーパータオルで拭き取る,5,13,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240297,251,1,0,2106,32017,2,玉ねぎは皮を剥いてからみじん切りにした後、片栗粉をまぶしておく,5,18,19,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240298,251,1,0,2106,32018,3,フードプロセッサーで、イカ、はんぺん、塩、酒を捏ね合わせてペーストにする(包丁で細かく刻んでもいいです),5,20,22,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240299,251,1,0,2106,32019,4,ペースト状になったところに、みじん切りの玉ねぎを少しずつ加えて混ぜる,5,23,25,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240300,251,1,0,2106,32020,5,手にサラダ油(分量外)を塗って、ペーストを4〜6等分して丸めてから（柔らかいタネなので、スプーンで丸めてもOK)、容器に移して、保存,5,26,28,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240301,251,1,0,1846,31994,1,ピーマン、パプリカ赤、玉ねぎは2cm角に切ってから容器に移して、保存,6,29,32,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240302,251,1,0,1881,32065,2,大葉は千切りにする,1,33,34,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240303,251,1,0,1881,32066,3,キャベツの水分をギュッと絞り、容器に入れて大葉と混ぜ、保存,1,35,37,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240304,251,1,0,1846,31995,2,鶏もも肉は一口大に切ってから★の調味料で下味をつけ、容器に移して、保存,6,38,41,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240305,251,1,0,2086,32006,1,タラ切り身は皮目に切り込みを入れ(食べ易い大きさに切ってもよい)、塩とこしょうを振ってから、容器に移して、保存,7,42,44,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240306,251,1,1,2106,32021,6,フライパンにサラダ油を注いで熱してから、イカバーグのタネをフライパンに入れて片面を弱火で4分程焼いた後、ひっくり返して両面焼く,1,1,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240307,251,1,1,1837,20677,2,鍋に大根とベーコン、水を入れて沸騰してきたらコンソメ固形を加える,2,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240308,251,1,1,1825,31970,3,ボウルで、マヨネーズとヨーグルト、塩、ブラックペッパー、はちみつを併せてドレッシングを作る,3,1.2,1.2,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240309,251,1,1,1825,31971,4,きゅうりは厚さ5mmの輪切りにして、トマトはざく切りにする,3,2,3,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240310,251,1,1,1837,20678,3,大根が柔らかくなったら塩、こしょう、しょう油で味を整える,2,4,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240311,251,1,1,1825,31968,1,熱湯に塩を一つまみ(分量外)加えてから、いんげんを2分茹でる,3,6,7,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240312,251,1,1,1837,20679,4,ベーコンと大根のスープをお椀に盛り付け、お好みで刻んだ大根の葉を散らして完成,2,6.1,7.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240313,251,1,1,2106,32022,7,焼き上がったふんわりイカバーグをお皿に盛り付けて、お好みで大根おろしやネギを載せてポン酢をかけて頂きます,1,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240314,251,1,1,1825,31969,2,茹でたいんげんは水にさらしてから長さ3cmに切り、ペーパータオルで水気を取る,3,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240315,251,1,1,1825,31972,5,食べる直前にボウルでいんげんときゅうり、トマトをドレッシングで和えてから器に盛り付けて完成,3,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240316,251,1,2,1823,31973,1,トマトはざく切りにする,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240317,251,1,2,1823,31974,2,鍋に水を入れて沸騰させ、コンソメ固形を入れてスープを作る,1,2,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240318,251,1,2,1871,32063,3,ピリ辛きゅうりを器に盛り付けて完成,2,2.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240319,251,1,2,1866,25580,1,豚ロース(生姜焼き用)は筋切りし、茶漉しで薄力粉を両面に薄くまぶす,3,3,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240320,251,1,2,1823,31975,3,スープが再び沸騰してきたらトマトを入れ、塩とブラックペッパーで味を整える,1,5,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240321,251,1,2,1823,31976,4,スープを器に注ぎ、パセリを散らして完成,1,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240322,251,1,2,1866,25581,2,生姜と玉ねぎをすりおろし、stillたれと併せる,3,8,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240323,251,1,2,1866,25582,3,温めたフライパンにサラダ油を加え、豚肉を広げて焼き、両面､8割ほど火が通ったら生姜だれを加えて焼く,3,10,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240324,251,1,2,1866,25583,4,お好みでキャベツの千切りやミニトマトなどと一緒にお皿に盛り付けて完成,3,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240325,251,1,3,1951,31978,2,鍋に★の水、鶏がらスープの素、塩、こしょう、及びしょう油を入れて沸騰させる,1,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240326,251,1,3,2088,31989,1,大根は皮を剥いて4cmの長さの細切りにする,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240327,251,1,3,2088,31990,2,ツナ缶(小)の油を切る,2,3,3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240328,251,1,3,1951,31979,3,鍋に水大さじ1(分量外)で溶いた片栗粉を加え、とろみをつけてあんを作る,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240329,251,1,3,1951,31980,4,ボウルに卵を一つ割り入れ、筍とハムを1/2量づつ加えて混ぜ合わせてから、塩とこしょうを振る,1,4.1,5.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240330,251,1,3,1951,31981,5,フライパンを温めて胡麻油(小1)を広げ、ボウルの卵液を流し入れて箸で大きく2回程混ぜてから、フライパンの中心に丸く焼き固める,1,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240331,251,1,3,1951,31982,6,卵の片面にほぼ火が通ったら、ひっくり返して卵を焼きあげ、丼に盛ったご飯の上に焼き上げた卵をのせる,1,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240332,251,1,3,1951,31983,7,丼の焼いた卵の上から、あんをかけて完成,1,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240333,251,1,3,2088,31991,3,フライパンを温めてから胡麻油を加え、大根を炒める,2,10,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240334,251,1,3,2088,31992,4,大根がしんなりしてきたらツナとstillたれを加え、中火で5分、火にかける,2,13,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240335,251,1,3,1881,32067,4,塩揉みキャベツを器に盛り付けて完成,3,13.1,13.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240336,251,1,3,2088,31993,5,更にしょう油を加えて一混ぜし、一味唐辛子と白胡麻を振って器に盛り付ければ完成,2,18,19,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
246217,258,1,1,2097,32788,3,あげは熱湯をかけて油抜きをしてから1cm幅に切る,1,2,3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240337,251,1,4,1846,31996,3,フライパンを温めてからサラダ油を広げて、下味を付けた鶏肉をたれごと焼く,1,1,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240338,251,1,4,1749,31984,1,大根は1cm幅の短冊切にして、あげは1cm幅に切る,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240339,251,1,4,1749,31985,2,鍋に大根とだしを加えて、火にかける,2,3,3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240340,251,1,4,1882,31999,1,グリーンリーフは食べやすい大きさに手でちぎる,3,3.1,4.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240341,251,1,4,1749,31986,3,大根が柔らかくなったら、あげを加える,2,4,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240342,251,1,4,1846,31997,4,鶏肉のまわりの色が変わってきたら切った野菜を加えて、全体にたれが絡むように時々返しながら焼く,1,5,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240343,251,1,4,1882,32000,2,サラダボウルに、ちぎったグリーンリーフ、塩、白胡麻、胡麻油を振ってから混ぜ合わせる,3,5.1,6.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240344,251,1,4,1749,31987,4,鍋に白味噌を加えて溶かしてから火を止める,2,6,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240345,251,1,4,1749,31988,5,鍋の大根とあげのお味噌汁をお椀によそい、お好みで三つ葉を添えて完成,2,7,7,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240346,251,1,4,1846,31998,5,フライパンの具の味をみて、お好みで塩、こしょうを振り、お皿に盛り付けて完成,1,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240347,251,1,4,1882,32001,3,サラダボウルのチョレギサラダに、韓国のりをちぎって散らせば完成,3,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240348,251,1,5,1954,32014,3,鶏ささみはブラックペッパーと塩、酒を振ってから耐熱容器に入れて電子レンジで3分加熱した後、手で裂いておく,1,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240349,251,1,5,1954,32012,1,グリーンリーフとベビーリーフは水で洗ってから冷水でパリッとさせておく,1,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240350,251,1,5,1954,32013,2,グレープフルーツは房から取り出しておく,1,2,3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240351,251,1,5,1954,32015,4,オリーブオイルとグレープフルーツ、鶏ささみを野菜と混ぜ合わせてから器に盛り付けて完成,1,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240352,251,1,5,1843,31947,1,乾燥わかめを水で洗う,2,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240353,251,1,5,1843,31948,2,万能ねぎは白い所を5cmほど切り、白髪ねぎにする,2,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240354,251,1,5,1843,31949,3,鍋に水を入れて中火にかけ、沸騰してきたら乾燥わかめ、鶏がらスープの素を加える,2,7,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240355,251,1,5,2086,32007,2,牛乳は室温に戻しておく,3,7.1,7.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240356,251,1,5,1843,31950,4,一煮立ちしたら、こしょうを振って味を整える,2,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240357,251,1,5,1843,31951,5,わかめスープを器に注ぎ、白髪ねぎと白胡麻を散らして完成,2,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240358,251,1,5,2086,32008,3,じゃがいもは厚さ2~3mmの薄切りにし、玉ねぎ、にんにくも薄切りにする,3,11,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240359,251,1,5,2086,32009,4,じゃがいもと玉ねぎ、にんにくとを夫々2等分してグラタン皿に入れ、★の調味料を1/2量ずつ振りかけてから、★のバターを1/2ずつして各グラタン皿の材料の上に載せ、ラップをして電子レンジで約4分間加熱する,3,14,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240360,251,1,5,2086,32010,5,加熱したグラタン皿、夫々に牛乳を1/2ずつ入れ、タラの皮目を下にしてグラタン皿の材料の上に載せ、粉チーズを大さじ1ずつかける,3,17,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
240361,251,1,5,2086,32011,6,グリル(オーブントースターでも可)または、オープン250℃で、表面にこんがり焼き色が付くまで焼いたら完成,3,18,22,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245138,245,1,0,2109,32194,1,トレー(14×10cm程のもの)にラップを敷く,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245139,245,1,0,2109,32195,2,スイートチョコレート(製菓用)は、なるべく薄く削るか、細かく刻んでから、バターと一緒にボウルに入れておく,1,2,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245140,245,1,0,2109,32196,3,鍋に生クリームとはちみつを入れ、強めの中火にかけて、鍋の周りがフワーッと煮立ったら、火を止めてチョコレートの入っているボウルに入れる,1,5,6,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245141,245,1,0,202,32210,1,生わかめは熱湯をかけた後、水気をよく絞って食べ易い大きさに切ってから容器に移して、保存,2,5.1,5.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245142,245,1,0,2109,32197,4,ゴムべら等で手早く混ぜ、チョコレートとバターを溶かす(チョコレートが溶けきらなければ、ぬるま湯にボウルをつけ、完全に溶かす）,1,7,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245143,245,1,0,2109,32198,5,ブランデーを混ぜた後、トレーに流し入れて、保存,1,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245144,245,1,0,202,32211,2,きゅうりは厚さ3mmの輪切りにしてから、塩少々(分量外)を振ってしんなりさせた後、水気をよく絞って容器に移し、保存,2,11,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245145,245,1,0,33,32506,1,玉ねぎとピーマンはみじん切りにして、(気になるようなら)小エビの背わたを取り、別々の容器に入れて、保存,3,13,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245146,245,1,0,357,32213,1,鶏もも肉は食べやすい大きさに切り、にんにくと生姜はすりおろす,4,18,19,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245147,245,1,0,357,32214,2,鶏肉に、しょう油、酒、生姜汁、にんにくを加えて下味をつけてから容器に移して、保存,4,20,21,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245148,245,1,0,4,32230,1,あさり(砂抜き済み)は、貝同士をこすり合わせて洗い、水気を取って、保存,5,22,23,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245149,245,1,0,158,29086,1,ブリはペーパータオルで水気を取って、酒を振ってから、保存,6,24,26,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245150,245,1,1,202,32212,3,酢と砂糖を混ぜ合わせたところに、生わかめときゅうりを加えて一緒に和え、器に盛り付けてからお好みで細切りの生姜を散らして完成,1,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245151,245,1,1,2109,32199,6,冷蔵庫から取り出し、2cm角に切って、ココアを入れた器に生チョコを竹串等で転がしまぶして、冷蔵庫で冷やしていただきます(冷凍庫で1～2か月保存できます),2,2,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245152,245,1,1,2109,32200,7,(※ハート型で抜いてもOK。抜き型で抜いてから、ココアをまぶす。最後に茶こしでココアをふると表面がきれい。),2,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245153,245,1,1,357,32215,3,卵をボウルに割り入れ、溶きほぐした後、下味付きの鶏肉を溶き卵につけてから片栗粉をまぶす,3,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245154,245,1,1,357,32216,4,片栗粉をまぶした鶏肉を180度の揚げ油でからりと揚げる,3,8,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245155,245,1,1,357,32217,5,鶏のから揚げをお皿に盛り付け、食べ易い大きさにちぎったレタスとミニトマト、お好みでレモンの櫛切りを添えたら完成,3,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245156,245,1,2,4,32231,2,じゃがいもは洗ってレンジで3分加熱する,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245157,245,1,2,33,32507,2,玉ねぎとエビをバターで炒め、砕いたコンソメ固形と塩、こしょうで味を付ける,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245158,245,1,2,4,32232,3,加熱したじゃがいもは、皮をむいてから食べやすい大きさに切る,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245159,245,1,2,4,32233,4,鍋に水、あさり、じゃがいもを入れて火にかける,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245160,245,1,2,33,32508,3,エビの色が変わってきたら、ごはんとピーマンを加えて更に炒める,2,6.1,7.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245161,245,1,2,4,32234,5,沸騰してきたら鶏がらスープの素と酒を入れる,1,7,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245162,245,1,2,33,32509,4,ケチャップを加えて味を調えてから取り出した後、フライパンをきれいにしておく,2,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245163,245,1,2,4,32235,6,あさりとじゃがいものスープを器に注ぎ、刻んだ万能ねぎ、お好みで鷹の爪を散らして完成,1,9,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245164,245,1,2,33,32510,5,卵を溶きほぐし、マヨネーズと牛乳を加えてよく混ぜる,2,11,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245165,245,1,2,33,32511,6,お皿にケチャップライスをこんもりと盛る(4皿),2,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245166,245,1,2,33,32512,7,フライパンにサラダ油を注いで温めてから卵液を1/4量流し入れ、一混ぜして半熟の状態で、ケチャップライスの上にのせる(同様に3皿分作る),2,14,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245167,245,1,2,33,32513,8,オムライスの上からケチャップをかけて、お好みでグリーンピースを上に散らせば完成,2,17,18,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245168,245,1,3,158,29087,2,フライパンを温めてからサラダ油を注いで、ブリを片面2分ずつ焼く,1,1,4,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245169,245,1,3,138,21806,1,ニラは長さ4cmに切る,2,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245170,245,1,3,138,21807,2,卵は溶きほぐす,2,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245171,245,1,3,138,21808,3,フライパンで胡麻油を温めてから卵を入れて大きく混ぜ、ニラを加える,2,3,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245172,245,1,3,199,32227,1,乾燥わかめはさっと洗う,3,3.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245173,245,1,3,199,32228,2,鍋にだしを入れて中火にかけ、沸騰したら麩とわかめを加えて、ひと煮立ちしたら火を止めて白味噌を加える,3,5,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245174,245,1,3,158,29088,3,一旦、フライパンを火から離してstillたれを加え、再び火にかけてブリに照りが付いたら器に盛り付け、大葉を添えて完成,1,5.1,7.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245175,245,1,3,138,21809,4,ニラがしんなりしたら、塩とこしょうを振って味を整え、お皿に盛り付けて完成,2,8,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245176,245,1,3,199,32229,3,出来上がったお味噌汁をお椀によそい、お好みで三つ葉を散らしたら完成,3,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245566,244,1,0,363,28539,1,大根は皮を剥いて、いちょう切りにする,1,1,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245567,244,1,0,363,28540,2,切った大根に塩を振り、密閉容器に入れて30分置く,1,3,27,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245568,244,1,0,2109,32194,1,トレー(14×10cm程のもの)にラップを敷く,2,3.1,3.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245569,244,1,0,2109,32195,2,スイートチョコレート(製菓用)は、なるべく薄く削るか、細かく刻んでから、バターと一緒にボウルに入れておく,2,4,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245570,244,1,0,2109,32196,3,鍋に生クリームとはちみつを入れ、強めの中火にかけて、鍋の周りがフワーッと煮立ったら、火を止めてチョコレートの入っているボウルに入れる,2,7,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245571,244,1,0,202,32210,1,生わかめは熱湯をかけた後、水気をよく絞って食べ易い大きさに切ってから容器に移して、保存,3,7.1,7.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245572,244,1,0,2109,32197,4,ゴムべら等で手早く混ぜ、チョコレートとバターを溶かす(チョコレートが溶けきらなければ、ぬるま湯にボウルをつけ、完全に溶かす）,2,9,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245573,244,1,0,2109,32198,5,ブランデーを混ぜた後、トレーに流し入れて、保存,2,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245574,244,1,0,202,32211,2,きゅうりは厚さ3mmの輪切りにしてから、塩少々(分量外)を振ってしんなりさせた後、水気をよく絞って容器に移し、保存,3,13,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245575,244,1,0,1657,32248,1,大根は皮を剥いて1cm角に切り、スライスベーコンは1cm幅に切って夫々を一緒の容器に移し、保存,5,15,19,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245576,244,1,0,33,32506,1,玉ねぎとピーマンはみじん切りにして、(気になるようなら)小エビの背わたを取り、別々の容器に入れて、保存,4,20,25,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245577,244,1,0,357,32213,1,鶏もも肉は食べやすい大きさに切り、にんにくと生姜はすりおろす,6,26,30,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245578,244,1,0,357,32214,2,鶏肉に、しょう油、酒、生姜汁、にんにくを加えて下味をつけてから容器に移して、保存,6,31,34,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245579,244,1,0,363,28541,3,大根から出てきた水分を絞り、ボウルで砂糖と酢を合わせたところに絞った大根を入れる,1,35,36,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
245580,244,1,0,363,28542,4,ボウルの大根と甘酢を保存用の容器に移し、刻んだ鷹の爪をその上に載せて、保存,1,37,38,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
